image_id,parent_image_id,label,class_name_readable,relative_path,image_path,source,generation_method,external_generator_note
synthetic_631_0,631,11,Yellow headed Blackbird,class_011\img00631_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_011\img00631_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_690_0,690,12,Bobolink,class_012\img00690_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_012\img00690_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_660_0,660,12,Bobolink,class_012\img00660_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_012\img00660_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_769_0,769,13,Indigo Bunting,class_013\img00769_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_013\img00769_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_768_0,768,13,Indigo Bunting,class_013\img00768_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_013\img00768_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_788_0,788,14,Lazuli Bunting,class_014\img00788_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_014\img00788_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_835_0,835,14,Lazuli Bunting,class_014\img00835_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_014\img00835_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_855_0,855,15,Painted Bunting,class_015\img00855_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_015\img00855_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_881_0,881,15,Painted Bunting,class_015\img00881_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_015\img00881_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_917_0,917,16,Cardinal,class_016\img00917_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_016\img00917_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_929_0,929,16,Cardinal,class_016\img00929_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_016\img00929_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_992_0,992,17,Spotted Catbird,class_017\img00992_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_017\img00992_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_955_0,955,17,Spotted Catbird,class_017\img00955_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_017\img00955_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1019_0,1019,18,Gray Catbird,class_018\img01019_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_018\img01019_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1049_0,1049,18,Gray Catbird,class_018\img01049_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_018\img01049_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1114_0,1114,19,Yellow breasted Chat,class_019\img01114_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_019\img01114_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1079_0,1079,19,Yellow breasted Chat,class_019\img01079_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_019\img01079_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1141_0,1141,20,Eastern Towhee,class_020\img01141_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_020\img01141_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1175_0,1175,20,Eastern Towhee,class_020\img01175_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_020\img01175_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1231_0,1231,21,Chuck will Widow,class_021\img01231_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_021\img01231_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1224_0,1224,21,Chuck will Widow,class_021\img01224_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_021\img01224_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1232_0,1232,22,Brandt Cormorant,class_022\img01232_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_022\img01232_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1238_0,1238,22,Brandt Cormorant,class_022\img01238_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_022\img01238_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1318_0,1318,23,Red faced Cormorant,class_023\img01318_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_023\img01318_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1331_0,1331,23,Red faced Cormorant,class_023\img01331_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_023\img01331_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1401_0,1401,24,Pelagic Cormorant,class_024\img01401_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_024\img01401_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1383_0,1383,24,Pelagic Cormorant,class_024\img01383_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_024\img01383_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1445_0,1445,25,Bronzed Cowbird,class_025\img01445_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_025\img01445_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1439_0,1439,25,Bronzed Cowbird,class_025\img01439_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_025\img01439_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1474_0,1474,26,Shiny Cowbird,class_026\img01474_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_026\img01474_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1512_0,1512,26,Shiny Cowbird,class_026\img01512_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_026\img01512_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1565_0,1565,27,Brown Creeper,class_027\img01565_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_027\img01565_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1533_0,1533,27,Brown Creeper,class_027\img01533_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_027\img01533_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1591_0,1591,28,American Crow,class_028\img01591_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_028\img01591_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1619_0,1619,28,American Crow,class_028\img01619_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_028\img01619_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1690_0,1690,29,Fish Crow,class_029\img01690_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_029\img01690_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1653_0,1653,29,Fish Crow,class_029\img01653_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_029\img01653_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1749_0,1749,30,Black billed Cuckoo,class_030\img01749_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_030\img01749_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1741_0,1741,30,Black billed Cuckoo,class_030\img01741_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_030\img01741_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1775_0,1775,31,Mangrove Cuckoo,class_031\img01775_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_031\img01775_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1763_0,1763,31,Mangrove Cuckoo,class_031\img01763_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_031\img01763_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1872_0,1872,32,Yellow billed Cuckoo,class_032\img01872_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_032\img01872_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1820_0,1820,32,Yellow billed Cuckoo,class_032\img01820_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_032\img01820_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1929_0,1929,33,Gray crowned Rosy Finch,class_033\img01929_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_033\img01929_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1883_0,1883,33,Gray crowned Rosy Finch,class_033\img01883_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_033\img01883_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1979_0,1979,34,Purple Finch,class_034\img01979_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_034\img01979_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1974_0,1974,34,Purple Finch,class_034\img01974_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_034\img01974_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_1994_0,1994,35,Northern Flicker,class_035\img01994_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_035\img01994_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2041_0,2041,35,Northern Flicker,class_035\img02041_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_035\img02041_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2053_0,2053,36,Acadian Flycatcher,class_036\img02053_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_036\img02053_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2099_0,2099,36,Acadian Flycatcher,class_036\img02099_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_036\img02099_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2114_0,2114,37,Great Crested Flycatcher,class_037\img02114_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_037\img02114_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2116_0,2116,37,Great Crested Flycatcher,class_037\img02116_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_037\img02116_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2198_0,2198,38,Least Flycatcher,class_038\img02198_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_038\img02198_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2215_0,2215,38,Least Flycatcher,class_038\img02215_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_038\img02215_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2266_0,2266,39,Olive sided Flycatcher,class_039\img02266_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_039\img02266_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2286_0,2286,39,Olive sided Flycatcher,class_039\img02286_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_039\img02286_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2342_0,2342,40,Scissor tailed Flycatcher,class_040\img02342_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_040\img02342_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2317_0,2317,40,Scissor tailed Flycatcher,class_040\img02317_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_040\img02317_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2354_0,2354,41,Vermilion Flycatcher,class_041\img02354_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_041\img02354_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2384_0,2384,41,Vermilion Flycatcher,class_041\img02384_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_041\img02384_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2458_0,2458,42,Yellow bellied Flycatcher,class_042\img02458_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_042\img02458_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2432_0,2432,42,Yellow bellied Flycatcher,class_042\img02432_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_042\img02432_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2487_0,2487,43,Frigatebird,class_043\img02487_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_043\img02487_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2509_0,2509,43,Frigatebird,class_043\img02509_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_043\img02509_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2562_0,2562,44,Northern Fulmar,class_044\img02562_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_044\img02562_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2558_0,2558,44,Northern Fulmar,class_044\img02558_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_044\img02558_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2642_0,2642,45,Gadwall,class_045\img02642_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_045\img02642_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2601_0,2601,45,Gadwall,class_045\img02601_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_045\img02601_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2667_0,2667,46,American Goldfinch,class_046\img02667_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_046\img02667_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2654_0,2654,46,American Goldfinch,class_046\img02654_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_046\img02654_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2722_0,2722,47,European Goldfinch,class_047\img02722_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_047\img02722_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2747_0,2747,47,European Goldfinch,class_047\img02747_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_047\img02747_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2817_0,2817,48,Boat tailed Grackle,class_048\img02817_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_048\img02817_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2772_0,2772,48,Boat tailed Grackle,class_048\img02772_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_048\img02772_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2861_0,2861,49,Eared Grebe,class_049\img02861_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_049\img02861_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2870_0,2870,49,Eared Grebe,class_049\img02870_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_049\img02870_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2903_0,2903,50,Horned Grebe,class_050\img02903_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_050\img02903_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2930_0,2930,50,Horned Grebe,class_050\img02930_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_050\img02930_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2980_0,2980,51,Pied billed Grebe,class_051\img02980_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_051\img02980_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_2989_0,2989,51,Pied billed Grebe,class_051\img02989_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_051\img02989_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3069_0,3069,52,Western Grebe,class_052\img03069_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_052\img03069_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3043_0,3043,52,Western Grebe,class_052\img03043_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_052\img03043_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3115_0,3115,53,Blue Grosbeak,class_053\img03115_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_053\img03115_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3103_0,3103,53,Blue Grosbeak,class_053\img03103_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_053\img03103_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3167_0,3167,54,Evening Grosbeak,class_054\img03167_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_054\img03167_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3145_0,3145,54,Evening Grosbeak,class_054\img03145_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_054\img03145_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3205_0,3205,55,Pine Grosbeak,class_055\img03205_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_055\img03205_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3240_0,3240,55,Pine Grosbeak,class_055\img03240_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_055\img03240_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3263_0,3263,56,Rose breasted Grosbeak,class_056\img03263_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_056\img03263_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3271_0,3271,56,Rose breasted Grosbeak,class_056\img03271_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_056\img03271_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3314_0,3314,57,Pigeon Guillemot,class_057\img03314_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_057\img03314_aug00.jpg,synthetic,foreground_preserving_background_swap,
