image_id,parent_image_id,label,class_name_readable,relative_path,image_path,source,generation_method,external_generator_note,clip_intended_score,clip_best_label,clip_margin
synthetic_288_0,288,5,Least Auklet,class_005\img00288_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_005\img00288_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.24089136719703674,53,-0.09346535801887512
synthetic_345_0,345,6,Parakeet Auklet,class_006\img00345_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_006\img00345_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2980576157569885,17,-0.017925500869750977
synthetic_364_0,364,6,Parakeet Auklet,class_006\img00364_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_006\img00364_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2908018231391907,105,-0.01797381043434143
synthetic_414_0,414,7,Rhinoceros Auklet,class_007\img00414_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_007\img00414_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3558056950569153,7,0.006883442401885986
synthetic_413_0,413,7,Rhinoceros Auklet,class_007\img00413_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_007\img00413_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3121035695075989,4,-0.0015138685703277588
synthetic_446_0,446,8,Brewer Blackbird,class_008\img00446_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_008\img00446_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.29254618287086487,48,-0.05001473426818848
synthetic_477_0,477,8,Brewer Blackbird,class_008\img00477_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_008\img00477_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3365250527858734,26,-0.008397847414016724
synthetic_524_0,524,9,Red winged Blackbird,class_009\img00524_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_009\img00524_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.32703760266304016,9,0.01961269974708557
synthetic_542_0,542,9,Red winged Blackbird,class_009\img00542_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_009\img00542_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2978515028953552,9,0.0042840540409088135
synthetic_574_0,574,10,Rusty Blackbird,class_010\img00574_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_010\img00574_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.30209022760391235,25,-0.0036584138870239258
synthetic_581_0,581,10,Rusty Blackbird,class_010\img00581_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_010\img00581_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3214219808578491,48,-0.020394623279571533
synthetic_653_0,653,11,Yellow headed Blackbird,class_011\img00653_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_011\img00653_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2928335666656494,160,-0.03886491060256958
synthetic_631_0,631,11,Yellow headed Blackbird,class_011\img00631_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_011\img00631_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3264031410217285,11,0.008016586303710938
synthetic_690_0,690,12,Bobolink,class_012\img00690_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_012\img00690_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3047981858253479,48,-0.0034911036491394043
synthetic_660_0,660,12,Bobolink,class_012\img00660_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_012\img00660_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3044663667678833,12,0.011694103479385376
synthetic_769_0,769,13,Indigo Bunting,class_013\img00769_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_013\img00769_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.32228147983551025,14,-0.0028792917728424072
synthetic_768_0,768,13,Indigo Bunting,class_013\img00768_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_013\img00768_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3176271319389343,13,0.004747331142425537
synthetic_788_0,788,14,Lazuli Bunting,class_014\img00788_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_014\img00788_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.26245373487472534,53,-0.008823812007904053
synthetic_835_0,835,14,Lazuli Bunting,class_014\img00835_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_014\img00835_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3151516914367676,14,0.005662262439727783
synthetic_855_0,855,15,Painted Bunting,class_015\img00855_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_015\img00855_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3485957980155945,15,0.06970465183258057
synthetic_881_0,881,15,Painted Bunting,class_015\img00881_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_015\img00881_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.31079286336898804,15,0.03650406002998352
synthetic_917_0,917,16,Cardinal,class_016\img00917_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_016\img00917_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.32408756017684937,16,0.008212745189666748
synthetic_929_0,929,16,Cardinal,class_016\img00929_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_016\img00929_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.21231919527053833,89,-0.11727780103683472
synthetic_992_0,992,17,Spotted Catbird,class_017\img00992_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_017\img00992_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.30751365423202515,102,-0.012950360774993896
synthetic_955_0,955,17,Spotted Catbird,class_017\img00955_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_017\img00955_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.252105712890625,76,-0.04333972930908203
synthetic_1019_0,1019,18,Gray Catbird,class_018\img01019_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_018\img01019_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.26227372884750366,147,-0.027140110731124878
synthetic_1049_0,1049,18,Gray Catbird,class_018\img01049_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_018\img01049_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.34463804960250854,18,0.034633755683898926
synthetic_1114_0,1114,19,Yellow breasted Chat,class_019\img01114_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_019\img01114_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.21632252633571625,141,-0.04697181284427643
synthetic_1079_0,1079,19,Yellow breasted Chat,class_019\img01079_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_019\img01079_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3117583990097046,19,0.004145264625549316
synthetic_1141_0,1141,20,Eastern Towhee,class_020\img01141_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_020\img01141_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2687385678291321,89,-0.0316045880317688
synthetic_1175_0,1175,20,Eastern Towhee,class_020\img01175_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_020\img01175_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3587629795074463,20,0.033444225788116455
synthetic_1231_0,1231,21,Chuck will Widow,class_021\img01231_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_021\img01231_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.19104313850402832,91,-0.10164535045623779
synthetic_1224_0,1224,21,Chuck will Widow,class_021\img01224_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_021\img01224_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.19628635048866272,134,-0.09994962811470032
synthetic_1232_0,1232,22,Brandt Cormorant,class_022\img01232_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_022\img01232_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.29368656873703003,22,0.006657004356384277
synthetic_1238_0,1238,22,Brandt Cormorant,class_022\img01238_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_022\img01238_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.29244157671928406,102,-0.019966334104537964
synthetic_1318_0,1318,23,Red faced Cormorant,class_023\img01318_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_023\img01318_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3104262948036194,23,0.005640208721160889
synthetic_1331_0,1331,23,Red faced Cormorant,class_023\img01331_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_023\img01331_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2645101845264435,100,-0.06622841954231262
synthetic_1401_0,1401,24,Pelagic Cormorant,class_024\img01401_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_024\img01401_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.30939972400665283,141,-0.0041980743408203125
synthetic_1383_0,1383,24,Pelagic Cormorant,class_024\img01383_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_024\img01383_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3088838756084442,23,-0.03979566693305969
synthetic_1445_0,1445,25,Bronzed Cowbird,class_025\img01445_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_025\img01445_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.33982765674591064,25,0.005346119403839111
synthetic_1439_0,1439,25,Bronzed Cowbird,class_025\img01439_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_025\img01439_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.26914548873901367,75,-0.048206329345703125
synthetic_1474_0,1474,26,Shiny Cowbird,class_026\img01474_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_026\img01474_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2698231637477875,48,-0.052423447370529175
synthetic_1512_0,1512,26,Shiny Cowbird,class_026\img01512_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_026\img01512_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2785317003726959,48,-0.047711730003356934
synthetic_1565_0,1565,27,Brown Creeper,class_027\img01565_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_027\img01565_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.24685072898864746,81,-0.06937834620475769
synthetic_1533_0,1533,27,Brown Creeper,class_027\img01533_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_027\img01533_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.30135220289230347,27,0.005000114440917969
synthetic_1591_0,1591,28,American Crow,class_028\img01591_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_028\img01591_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.20577803254127502,15,-0.08602622151374817
synthetic_1619_0,1619,28,American Crow,class_028\img01619_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_028\img01619_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3079904317855835,48,-0.017589956521987915
synthetic_1690_0,1690,29,Fish Crow,class_029\img01690_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_029\img01690_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.21137401461601257,24,-0.11449369788169861
synthetic_1653_0,1653,29,Fish Crow,class_029\img01653_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_029\img01653_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2855221927165985,25,-0.02571973204612732
synthetic_1749_0,1749,30,Black billed Cuckoo,class_030\img01749_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_030\img01749_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.1716131865978241,88,-0.21633866429328918
synthetic_1741_0,1741,30,Black billed Cuckoo,class_030\img01741_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_030\img01741_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.32644084095954895,30,0.010929465293884277
synthetic_1775_0,1775,31,Mangrove Cuckoo,class_031\img01775_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_031\img01775_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.1626911610364914,49,-0.21477816998958588
synthetic_1763_0,1763,31,Mangrove Cuckoo,class_031\img01763_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_031\img01763_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.24752837419509888,197,-0.024251043796539307
synthetic_1872_0,1872,32,Yellow billed Cuckoo,class_032\img01872_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_032\img01872_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.30791640281677246,31,-0.013931602239608765
synthetic_1820_0,1820,32,Yellow billed Cuckoo,class_032\img01820_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_032\img01820_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2750210762023926,71,-0.008251219987869263
synthetic_1929_0,1929,33,Gray crowned Rosy Finch,class_033\img01929_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_033\img01929_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3413078486919403,33,0.05951613187789917
synthetic_1883_0,1883,33,Gray crowned Rosy Finch,class_033\img01883_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_033\img01883_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3081251084804535,33,0.012209564447402954
synthetic_1979_0,1979,34,Purple Finch,class_034\img01979_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_034\img01979_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.31335878372192383,34,0.008714944124221802
synthetic_1974_0,1974,34,Purple Finch,class_034\img01974_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_034\img01974_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3517712950706482,34,0.04091423749923706
synthetic_1994_0,1994,35,Northern Flicker,class_035\img01994_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_035\img01994_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.13195200264453888,179,-0.18701721727848053
synthetic_2041_0,2041,35,Northern Flicker,class_035\img02041_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_035\img02041_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2928640842437744,66,-0.0027266740798950195
synthetic_2053_0,2053,36,Acadian Flycatcher,class_036\img02053_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_036\img02053_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.29536670446395874,152,-0.05495712161064148
synthetic_2099_0,2099,36,Acadian Flycatcher,class_036\img02099_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_036\img02099_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2829737961292267,42,-0.016411155462265015
synthetic_2114_0,2114,37,Great Crested Flycatcher,class_037\img02114_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_037\img02114_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2543269693851471,117,-0.05841454863548279
synthetic_2116_0,2116,37,Great Crested Flycatcher,class_037\img02116_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_037\img02116_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.34650295972824097,37,0.018549591302871704
synthetic_2198_0,2198,38,Least Flycatcher,class_038\img02198_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_038\img02198_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3174077868461609,36,-0.011817336082458496
synthetic_2215_0,2215,38,Least Flycatcher,class_038\img02215_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_038\img02215_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2463257610797882,79,-0.0705074667930603
synthetic_2266_0,2266,39,Olive sided Flycatcher,class_039\img02266_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_039\img02266_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.32122331857681274,39,0.006885230541229248
synthetic_2286_0,2286,39,Olive sided Flycatcher,class_039\img02286_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_039\img02286_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.248328298330307,199,-0.06271570920944214
synthetic_2342_0,2342,40,Scissor tailed Flycatcher,class_040\img02342_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_040\img02342_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3537542223930359,40,0.02648872137069702
synthetic_2317_0,2317,40,Scissor tailed Flycatcher,class_040\img02317_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_040\img02317_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3693455457687378,40,0.02068561315536499
synthetic_2354_0,2354,41,Vermilion Flycatcher,class_041\img02354_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_041\img02354_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2783243656158447,41,0.012641280889511108
synthetic_2384_0,2384,41,Vermilion Flycatcher,class_041\img02384_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_041\img02384_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.35208743810653687,41,0.0262678861618042
synthetic_2458_0,2458,42,Yellow bellied Flycatcher,class_042\img02458_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_042\img02458_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.24328771233558655,135,-0.056913286447525024
synthetic_2432_0,2432,42,Yellow bellied Flycatcher,class_042\img02432_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_042\img02432_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3356359899044037,152,-0.004335641860961914
synthetic_2487_0,2487,43,Frigatebird,class_043\img02487_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_043\img02487_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3533223271369934,43,0.049165964126586914
synthetic_2509_0,2509,43,Frigatebird,class_043\img02509_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_043\img02509_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.31140366196632385,43,0.009330123662948608
synthetic_2562_0,2562,44,Northern Fulmar,class_044\img02562_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_044\img02562_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.13054805994033813,15,-0.1690567135810852
synthetic_2558_0,2558,44,Northern Fulmar,class_044\img02558_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_044\img02558_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.24111050367355347,170,-0.048521727323532104
synthetic_2642_0,2642,45,Gadwall,class_045\img02642_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_045\img02642_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3381904363632202,45,0.04137057065963745
synthetic_2601_0,2601,45,Gadwall,class_045\img02601_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_045\img02601_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.246572345495224,6,-0.07001149654388428
synthetic_2667_0,2667,46,American Goldfinch,class_046\img02667_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_046\img02667_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2956080436706543,46,0.0006859898567199707
synthetic_2654_0,2654,46,American Goldfinch,class_046\img02654_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_046\img02654_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3303386867046356,46,0.014709502458572388
synthetic_2722_0,2722,47,European Goldfinch,class_047\img02722_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_047\img02722_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.37187501788139343,47,0.07352077960968018
synthetic_2747_0,2747,47,European Goldfinch,class_047\img02747_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_047\img02747_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.265674889087677,184,-0.03850960731506348
synthetic_2817_0,2817,48,Boat tailed Grackle,class_048\img02817_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_048\img02817_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.3457261323928833,48,0.01968902349472046
synthetic_2772_0,2772,48,Boat tailed Grackle,class_048\img02772_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_048\img02772_aug00.jpg,synthetic,foreground_preserving_background_swap,,0.2974620461463928,90,-0.02525690197944641
